timestamp,engine_id,operating_hours,temperature,pressure,vibration,oil_quality,failure
2025-09-21 02:40:44.981436,1,1,610.0166666666667,55.436,4.848484848481508,66.66666666666667,0
2025-09-21 03:40:44.981436,1,2,611.1944444444443,55.375,4.242424242421319,66.66666666666667,0
2025-09-21 04:40:44.981436,1,3,609.0666666666666,55.426,5.454545454541696,83.33333333333334,0
2025-09-21 05:40:44.981436,1,4,606.1777777777777,55.44500000000001,6.36363636363887,66.66666666666667,0
2025-09-21 06:40:44.981436,1,5,606.2111111111111,55.4,4.848484848481508,58.33333333333333,0
2025-09-21 07:40:44.981436,1,6,607.1111111111111,55.467,3.6363636363611307,75.0,0
2025-09-21 08:40:44.981436,1,7,611.4722222222222,55.434000000000005,3.6363636363611307,66.66666666666667,0
2025-09-21 09:40:44.981436,1,8,606.2722222222222,55.385000000000005,3.0303030303009426,75.0,0
2025-09-21 10:40:44.981436,1,9,610.7277777777776,55.36900000000001,4.545454545458304,66.66666666666667,0
2025-09-21 11:40:44.981436,1,10,610.8722222222221,55.359,4.545454545458304,58.33333333333333,0
2025-09-21 12:40:44.981436,1,11,605.5999999999999,55.45399999999999,4.545454545458304,66.66666666666667,0
2025-09-21 13:40:44.981436,1,12,606.5222222222222,55.452,5.75757575757868,75.0,0
2025-09-21 14:40:44.981436,1,13,605.8444444444444,55.34400000000001,6.666666666662073,58.33333333333333,0
2025-09-21 15:40:44.981436,1,14,611.8222222222222,55.448,5.75757575757868,58.33333333333333,0
2025-09-21 16:40:44.981436,1,15,606.7499999999999,55.364,6.36363636363887,75.0,0
2025-09-21 17:40:44.981436,1,16,609.061111111111,55.394000000000005,4.545454545458304,66.66666666666667,0
2025-09-21 18:40:44.981436,1,17,607.3833333333333,55.379999999999995,4.848484848481508,66.66666666666667,0
2025-09-21 19:40:44.981436,1,18,610.7611111111111,55.42,4.545454545458304,66.66666666666667,0
2025-09-21 20:40:44.981436,1,19,608.8277777777777,55.41799999999999,4.242424242421319,75.0,0
